"lang"
{
"Language"	"portuguese"
"L4D_Highlight_MostKills"	"ASSASSINO DE JOGADORES:"
"[english]L4D_Highlight_MostKills"	"PLAYER KILLER:"
"L4D_Highlight_MostPounces"	"ATAQUES FURTIVOS COMO HUNTER:"
"[english]L4D_Highlight_MostPounces"	"HUNTER POUNCES:"
"L4D_Highlight_MostPushes"	"EMPURRÕES COMO HUNTER:"
"[english]L4D_Highlight_MostPushes"	"HUNTER PUSHES:"
"L4D_Highlight_MostTankPunches"	"SOCOS COMO TANK:"
"[english]L4D_Highlight_MostTankPunches"	"TANK PUNCHES:"
"L4D_Highlight_MostTankThrows"	"ARREMESSOS COMO TANK:"
"[english]L4D_Highlight_MostTankThrows"	"TANK THROWS:"
"L4D_Highlight_MostHung"	"SOBREVIVENTES ESTRANGULADOS:"
"[english]L4D_Highlight_MostHung"	"SURVIVORS CONSTRICTED:"
"L4D_Highlight_MostPulled"	"SOBREVIVENTES ARRASTADOS:"
"[english]L4D_Highlight_MostPulled"	"SURVIVORS DRAGGED:"
"L4D_Highlight_MostBombed"	"EXPLOSÕES COMO BOOMER:"
"[english]L4D_Highlight_MostBombed"	"BOOMER BOMBS:"
"L4D_Highlight_MostVomited"	"MAIS VÓMITOS:"
"[english]L4D_Highlight_MostVomited"	"MOST VOMIT:"
"L4D_Highlight_MostDamage_Desc"	"Mais dano causado aos Sobreviventes"
"[english]L4D_Highlight_MostDamage_Desc"	"Did the most damage to the Survivors"
"L4D_Highlight_MostIncaps_Desc"	"Mais Sobreviventes incapacitados"
"[english]L4D_Highlight_MostIncaps_Desc"	"Incapacitated the most Survivors"
"L4D_Highlight_MostTankDamage_Desc"	"Mais dano causado como Tank"
"[english]L4D_Highlight_MostTankDamage_Desc"	"Did the most damage as a Tank"
"L4D_Highlight_MostHunterDamage_Desc"	"Mais dano causado como Hunter"
"[english]L4D_Highlight_MostHunterDamage_Desc"	"Did the most damage as a Hunter"
"L4D_Highlight_MostSmokerDamage_Desc"	"Mais dano causado como Smoker"
"[english]L4D_Highlight_MostSmokerDamage_Desc"	"Did the most damage as a Smoker"
"L4D_Highlight_MostBoomerDamage_Desc"	"Mais dano causado como Boomer"
"[english]L4D_Highlight_MostBoomerDamage_Desc"	"Did the most damage as a Boomer"
"L4D_Highlight_MostSpitterDamage_Desc"	"Mais dano causado como Spitter"
"[english]L4D_Highlight_MostSpitterDamage_Desc"	"Did the most damage as a Spitter"
"L4D_Highlight_MostChargerDamage_Desc"	"Mais dano causado como Charger"
"[english]L4D_Highlight_MostChargerDamage_Desc"	"Did the most damage as a Charger"
"L4D_Highlight_MostJockeyDamage_Desc"	"Mais dano causado como Jockey"
"[english]L4D_Highlight_MostJockeyDamage_Desc"	"Did the most damage as a Jockey"
"L4D_Highlight_MostKills_Desc"	"Mais Sobreviventes mortos"
"[english]L4D_Highlight_MostKills_Desc"	"Killed the most Survivors"
"L4D_Highlight_MostPounces_Desc"	"Mais ataques furtivos em Sobreviventes"
"[english]L4D_Highlight_MostPounces_Desc"	"Pounced the most Survivors"
"L4D_Highlight_MostPushes_Desc"	"Mais Sobreviventes empurrados"
"[english]L4D_Highlight_MostPushes_Desc"	"Pushed the most Survivors"
"L4D_Highlight_MostTankPunches_Desc"	"Mais socos a Sobreviventes como Tank"
"[english]L4D_Highlight_MostTankPunches_Desc"	"Punched the most Survivors as a Tank"
"L4D_Highlight_MostTankThrows_Desc"	"Mais objetos arremessados certeiros"
"[english]L4D_Highlight_MostTankThrows_Desc"	"Hit the most Survivors with thrown objects"
"L4D_Highlight_MostHung_Desc"	"Mais Sobreviventes estrangulados"
"[english]L4D_Highlight_MostHung_Desc"	"Constricted the most Survivors"
"L4D_Highlight_MostPulled_Desc"	"Mais Sobreviventes arrastados"
"[english]L4D_Highlight_MostPulled_Desc"	"Dragged the most Survivors"
"L4D_Highlight_MostBombed_Desc"	"Mais explosões em Sobreviventes"
"[english]L4D_Highlight_MostBombed_Desc"	"Exploded on the most Survivors"
"L4D_Highlight_MostVomited_Desc"	"Mais Sobreviventes vomitados"
"[english]L4D_Highlight_MostVomited_Desc"	"Vomited on the most Survivors"
"L4D_Highlight_Best_Hunter_Pounce"	"ATAQUE FURTIVO MAIS EFICAZ:"
"[english]L4D_Highlight_Best_Hunter_Pounce"	"MOST DAMAGING POUNCE:"
"L4D_Highlight_Best_Smoker_Pull"	"PUXÃO MAIS LONGO COMO SMOKER:"
"[english]L4D_Highlight_Best_Smoker_Pull"	"LONGEST SMOKER PULL:"
"L4D_Highlight_Most_Boomer_Victims"	"MAIS VÍTIMAS DE VÓMITO:"
"[english]L4D_Highlight_Most_Boomer_Victims"	"MOST VOMIT VICTIMS:"
"L4D_Highlight_Most_Jockey_Rides"	"CAVALGADA MAIS LONGA:"
"[english]L4D_Highlight_Most_Jockey_Rides"	"LONGEST JOCKEY RIDE:"
"L4D_Highlight_Most_Charges"	"INVESTIDAS EM SOBREVIVENTES:"
"[english]L4D_Highlight_Most_Charges"	"MOST SURVIVORS CHARGED:"
"L4D_Highlight_Best_Hunter_Pounce_Desc"	"Máximo de dano num só salto de Hunter"
"[english]L4D_Highlight_Best_Hunter_Pounce_Desc"	"Most damage on a single Hunter pounce"
"L4D_Highlight_Best_Smoker_Pull_Desc"	"Puxão mais longo como Smoker"
"[english]L4D_Highlight_Best_Smoker_Pull_Desc"	"Longest single Smoker pull"
"L4D_Highlight_Most_Boomer_Victims_Desc"	"Mais Sobreviventes atingidos por vómito"
"[english]L4D_Highlight_Most_Boomer_Victims_Desc"	"Hit the most Survivors with Vomit"
"L4D_Highlight_Most_Jockey_Rides_Desc"	"Cavalgada mais longa como Jockey"
"[english]L4D_Highlight_Most_Jockey_Rides_Desc"	"Longest single Jockey ride"
"L4D_Highlight_Most_Charges_Desc"	"Mais investidas em Sobreviventes"
"[english]L4D_Highlight_Most_Charges_Desc"	"Charged the most Survivors"
"L4D_Gender_CEDA"	"Agente da CEDA"
"[english]L4D_Gender_CEDA"	"CEDA Agent"
"L4D_Gender_Crawler"	"Homem de lama"
"[english]L4D_Gender_Crawler"	"Mudman"
"L4D_Gender_Undistractable"	"Operário da construção civil"
"[english]L4D_Gender_Undistractable"	"Construction Worker"
"L4D_Gender_Fallen"	"Sobrevivente infectado"
"[english]L4D_Gender_Fallen"	"Fallen Survivor"
"L4D_Gender_Riot_Control"	"Agente antimotim"
"[english]L4D_Gender_Riot_Control"	"Riot Officer"
"L4D_Gender_Clown"	"Palhaço"
"[english]L4D_Gender_Clown"	"Clown"
"L4D_Melee_Baseball_Bat"	"Taco de basebol"
"[english]L4D_Melee_Baseball_Bat"	"Baseball Bat"
"L4D_Melee_Cricket_Bat"	"Taco de críquete"
"[english]L4D_Melee_Cricket_Bat"	"Cricket Bat"
"L4D_Melee_Crowbar"	"Pé de cabra"
"[english]L4D_Melee_Crowbar"	"Crowbar"
"L4D_Melee_Electric_Guitar"	"Guitarra elétrica"
"[english]L4D_Melee_Electric_Guitar"	"Electric Guitar"
"L4D_Melee_FireAxe"	"Machado"
"[english]L4D_Melee_FireAxe"	"Fireaxe"
"L4D_Melee_Frying_Pan"	"Frigideira"
"[english]L4D_Melee_Frying_Pan"	"Frying Pan"
"L4D_Melee_Katana"	"Catana"
"[english]L4D_Melee_Katana"	"Katana"
"L4D_Melee_Machete"	"Machete"
"[english]L4D_Melee_Machete"	"Machete"
"L4D_Melee_Tonfa"	"Tonfa"
"[english]L4D_Melee_Tonfa"	"Tonfa"
"ACH_SURVIVE_MALL_NAME"	"CORTAR OS PREÇOS"
"[english]ACH_SURVIVE_MALL_NAME"	"PRICE CHOPPER"
"ACH_SURVIVE_MALL_DESC"	"Sobrevive à campanha \"Centro Mortal\"."
"[english]ACH_SURVIVE_MALL_DESC"	"Survive the Dead Center campaign."
"ACH_SURVIVE_ROAD_NAME"	"MIDNIGHT RIDER"
"[english]ACH_SURVIVE_ROAD_NAME"	"MIDNIGHT RIDER"
"ACH_SURVIVE_ROAD_DESC"	"Sobrevive à campanha \"Feira Macabra\"."
"[english]ACH_SURVIVE_ROAD_DESC"	"Survive the Dark Carnival campaign."
"ACH_SURVIVE_SWAMP_NAME"	"CORAGEM DE CAJUN"
"[english]ACH_SURVIVE_SWAMP_NAME"	"RAGIN' CAJUN"
"ACH_SURVIVE_SWAMP_DESC"	"Sobrevive à campanha \"Febre do Pântano\"."
"[english]ACH_SURVIVE_SWAMP_DESC"	"Survive the Swamp Fever campaign."
"ACH_SURVIVE_TOWN_NAME"	"METEOROLOGISTA"
"[english]ACH_SURVIVE_TOWN_NAME"	"WEATHERMAN"
"ACH_SURVIVE_TOWN_DESC"	"Sobrevive à campanha \"Chuva Pesada\"."
"[english]ACH_SURVIVE_TOWN_DESC"	"Survive the Hard Rain campaign."
"ACH_SURVIVE_BRIDGE_NAME"	"INCENDIÁRIO DE PONTES"
"[english]ACH_SURVIVE_BRIDGE_NAME"	"BRIDGE BURNER"
"ACH_SURVIVE_BRIDGE_DESC"	"Sobrevive à campanha \"Comunidade\"."
"[english]ACH_SURVIVE_BRIDGE_DESC"	"Survive the Parish campaign."
"ACH_BEAT_CAMPAIGNS_EXPERT_MODE_NAME"	"AINDA ALGO A PROVAR"
"[english]ACH_BEAT_CAMPAIGNS_EXPERT_MODE_NAME"	"STILL SOMETHING TO PROVE"
"ACH_BEAT_CAMPAIGNS_EXPERT_MODE_DESC"	"Sobrevive a todas as campanhas no modo Especialista."
"[english]ACH_BEAT_CAMPAIGNS_EXPERT_MODE_DESC"	"Survive all campaigns on Expert."
"ACH_SURVIVE_EXPERT_REALISM_NAME"	"A HORA DA VERDADE"
"[english]ACH_SURVIVE_EXPERT_REALISM_NAME"	"THE REAL DEAL"
"ACH_SURVIVE_EXPERT_REALISM_DESC"	"Sobrevive a uma campanha de nível de dificuldade Especialista com o modo Realismo ativado."
"[english]ACH_SURVIVE_EXPERT_REALISM_DESC"	"Survive a campaign on Expert skill with Realism mode enabled."
"ACH_FINISH_CAMPAIGN_MELEE_ONLY_NAME"	"CONFEDERAÇÃO DAS CONTUSÕES"
"[english]ACH_FINISH_CAMPAIGN_MELEE_ONLY_NAME"	"CONFEDERACY OF CRUNCHES"
"ACH_FINISH_CAMPAIGN_MELEE_ONLY_DESC"	"Termina uma campanha usando apenas armas corpo a corpo."
"[english]ACH_FINISH_CAMPAIGN_MELEE_ONLY_DESC"	"Finish a campaign using only melee weapons."
"ACH_CUT_OFF_HEADS_MELEE_NAME"	"DE PERDER A CABEÇA"
"[english]ACH_CUT_OFF_HEADS_MELEE_NAME"	"HEAD HONCHO"
"ACH_CUT_OFF_HEADS_MELEE_DESC"	"Decapita 200 Infectados com uma arma corpo a corpo."
"[english]ACH_CUT_OFF_HEADS_MELEE_DESC"	"Decapitate 200 Infected with a melee weapon."
"ACH_KILL_WITH_EVERY_MELEE_NAME"	"DE PARTIR A MOCA"
"[english]ACH_KILL_WITH_EVERY_MELEE_NAME"	"CLUB DEAD"
"ACH_KILL_WITH_EVERY_MELEE_DESC"	"Mata Infectados Comuns com cada uma das armas corpo a corpo."
"[english]ACH_KILL_WITH_EVERY_MELEE_DESC"	"Use every melee weapon to kill Common Infected."
"ACH_KILL_INFECTED_WITH_CHAINSAW_NAME"	"SERRA DA SUBJUGAÇÃO"
"[english]ACH_KILL_INFECTED_WITH_CHAINSAW_NAME"	"CHAIN OF COMMAND"
"ACH_KILL_INFECTED_WITH_CHAINSAW_DESC"	"Mata 100 Infectados Comuns com a motosserra."
"[english]ACH_KILL_INFECTED_WITH_CHAINSAW_DESC"	"Kill 100 Common Infected with the chainsaw."
"ACH_KILL_TANK_MELEE_ONLY_NAME"	"TANK BURGER"
"[english]ACH_KILL_TANK_MELEE_ONLY_NAME"	"TANK BURGER"
"ACH_KILL_TANK_MELEE_ONLY_DESC"	"Mata um Tank com armas corpo a corpo."
"[english]ACH_KILL_TANK_MELEE_ONLY_DESC"	"Kill a Tank with melee weapons."
"ACH_RES_SURVIVORS_WITH_DEFIB_NAME"	"AJUDANTE CHOCANTE"
"[english]ACH_RES_SURVIVORS_WITH_DEFIB_NAME"	"SHOCK JOCK"
"ACH_RES_SURVIVORS_WITH_DEFIB_DESC"	"Reanima 10 Sobreviventes mortos com o desfibrilhador."
"[english]ACH_RES_SURVIVORS_WITH_DEFIB_DESC"	"Revive 10 dead Survivors with the defibrillator."
"ACH_SPEED_REVIVE_WITH_ADRENALINE_NAME"	"RÁPIDO E MORTAL"
"[english]ACH_SPEED_REVIVE_WITH_ADRENALINE_NAME"	"THE QUICK AND THE DEAD"
"ACH_SPEED_REVIVE_WITH_ADRENALINE_DESC"	"Socorre 10 Sobreviventes incapacitados sob os efeitos do aumento de velocidade da adrenalina."
"[english]ACH_SPEED_REVIVE_WITH_ADRENALINE_DESC"	"Revive 10 incapacitated Survivors while under the speed-boosting effects of adrenaline."
"ACH_DEPLOY_AMMO_UPGRADE_NAME"	"ARSENAL AMBULANTE"
"[english]ACH_DEPLOY_AMMO_UPGRADE_NAME"	"ARMORY OF ONE"
"ACH_DEPLOY_AMMO_UPGRADE_DESC"	"Abre uma caixa de munições especiais e deixa a tua equipa usá-la."
"[english]ACH_DEPLOY_AMMO_UPGRADE_DESC"	"Deploy an ammo upgrade and have your team use it."
"ACH_IGNITE_INFECTED_FIRE_AMMO_NAME"	"SENSAÇÃO DE ARDOR"
"[english]ACH_IGNITE_INFECTED_FIRE_AMMO_NAME"	"BURNING SENSATION"
"ACH_IGNITE_INFECTED_FIRE_AMMO_DESC"	"Incendeia 50 Infectados Comuns com munições incendiárias."
"[english]ACH_IGNITE_INFECTED_FIRE_AMMO_DESC"	"Ignite 50 Common Infected with incendiary ammo."
"ACH_KILL_ZOMBIES_GRENADE_BLAST_NAME"	"PLANO DE DESMEMBRAMENTO"
"[english]ACH_KILL_ZOMBIES_GRENADE_BLAST_NAME"	"DISMEMBERMENT PLAN"
"ACH_KILL_ZOMBIES_GRENADE_BLAST_DESC"	"Mata 15 Infectados com um único disparo do lança-granadas."
"[english]ACH_KILL_ZOMBIES_GRENADE_BLAST_DESC"	"Kill 15 Infected with a single grenade launcher blast."
"ACH_BILE_A_TANK_NAME"	"TANK SÉPTICO"
"[english]ACH_BILE_A_TANK_NAME"	"SEPTIC TANK"
"ACH_BILE_A_TANK_DESC"	"Acerta num Tank com um frasco de bílis."
"[english]ACH_BILE_A_TANK_DESC"	"Use a bile bomb on a Tank."
"ACH_KILL_EVERY_UNCOMMON_INFECTED_NAME"	"COLEÇÃO COMPLETA"
"[english]ACH_KILL_EVERY_UNCOMMON_INFECTED_NAME"	"CRASS MENAGERIE"
"ACH_KILL_EVERY_UNCOMMON_INFECTED_DESC"	"Mata um de cada Infectado Incomum."
"[english]ACH_KILL_EVERY_UNCOMMON_INFECTED_DESC"	"Kill one of each Uncommon Infected."
"ACH_KILL_SUBMERGED_MUDMEN_NAME"	"MORTOS NA ÁGUA"
"[english]ACH_KILL_SUBMERGED_MUDMEN_NAME"	"DEAD IN THE WATER"
"ACH_KILL_SUBMERGED_MUDMEN_DESC"	"Mata 10 homens de lama do pântano enquanto se encontram na água."
"[english]ACH_KILL_SUBMERGED_MUDMEN_DESC"	"Kill 10 swampy Mudmen while they are in the water."
"ACH_COLLECT_CEDA_VIALS_NAME"	"ZOMBIE ROUBADO"
"[english]ACH_COLLECT_CEDA_VIALS_NAME"	"ROBBED ZOMBIE"
"ACH_COLLECT_CEDA_VIALS_DESC"	"Apanha 10 frascos de vómito de Boomer pertencentes a agentes da CEDA infectados que mataste."
"[english]ACH_COLLECT_CEDA_VIALS_DESC"	"Collect 10 vials of Boomer vomit from infected CEDA agents you have killed."
"ACH_HONK_A_CLOWNS_NOSE_NAME"	"APALHAÇADO"
"[english]ACH_HONK_A_CLOWNS_NOSE_NAME"	"CL0WND"
"ACH_HONK_A_CLOWNS_NOSE_DESC"	"Aperta o nariz de 10 palhaços."
"[english]ACH_HONK_A_CLOWNS_NOSE_DESC"	"Honk the noses of 10 Clowns."
"ACH_INCENDIARY_CLOWN_POSSE_NAME"	"PALHAÇADA ASSADA"
"[english]ACH_INCENDIARY_CLOWN_POSSE_NAME"	"FRIED PIPER"
"ACH_INCENDIARY_CLOWN_POSSE_DESC"	"Com um molotov, incendeia um palhaço que esteja a liderar pelo menos 10 Infectados Comuns."
"[english]ACH_INCENDIARY_CLOWN_POSSE_DESC"	"Using a Molotov, burn a Clown leading at least 10 Common Infected. "
"ACH_KILL_SPITTER_FAST_NAME"	"REFLEXO ÁCIDO"
"[english]ACH_KILL_SPITTER_FAST_NAME"	"ACID REFLEX"
"ACH_KILL_SPITTER_FAST_DESC"	"Mata uma Spitter antes que ela consiga cuspir."
"[english]ACH_KILL_SPITTER_FAST_DESC"	"Kill a Spitter before she is able to spit."
"ACH_SAVE_PLAYER_FROM_JOCKEY_FAST_NAME"	"UMA CAVALGADA NEGADA"
"[english]ACH_SAVE_PLAYER_FROM_JOCKEY_FAST_NAME"	"A RIDE DENIED"
"ACH_SAVE_PLAYER_FROM_JOCKEY_FAST_DESC"	"Mata um Jockey em menos de 2 segundos depois de ele saltar para cima de um Sobrevivente."
"[english]ACH_SAVE_PLAYER_FROM_JOCKEY_FAST_DESC"	"Kill a Jockey within 2 seconds of it jumping on a Survivor."
"ACH_MELEE_A_CHARGER_NAME"	"BRAÇO DE FERRO"
"[english]ACH_MELEE_A_CHARGER_NAME"	"LEVEL A CHARGE"
"ACH_MELEE_A_CHARGER_DESC"	"Mata um Charger com uma arma corpo a corpo enquanto ele estiver a fazer uma investida."
"[english]ACH_MELEE_A_CHARGER_DESC"	"Kill a Charger with a melee weapon while they are charging."
"ACH_STASH_WHACKER_NAME"	"CAÇA AO BIGODE"
"[english]ACH_STASH_WHACKER_NAME"	"STACHE WHACKER"
"ACH_STASH_WHACKER_DESC"	"Prova que és mais rápido do que o Moustachio."
"[english]ACH_STASH_WHACKER_DESC"	"Prove you are faster than Moustachio."
"ACH_STRONGMAN_GAME_NAME"	"SOAR O GONGO"
"[english]ACH_STRONGMAN_GAME_NAME"	"GONG SHOW"
"ACH_STRONGMAN_GAME_DESC"	"Prova que és mais forte do que o Moustachio."
"[english]ACH_STRONGMAN_GAME_DESC"	"Prove you are stronger than Moustachio."
"ACH_GNOME_RESCUE_NAME"	"GNOMO DA GUARDA"
"[english]ACH_GNOME_RESCUE_NAME"	"GUARDIN' GNOME"
"ACH_GNOME_RESCUE_DESC"	"Salva o Gnomo Chompski da Feira Macabra."
"[english]ACH_GNOME_RESCUE_DESC"	"Rescue Gnome Chompski from the Carnival."
"ACH_WITCH_TOWN_NO_WITCH_KILLS_NAME"	"HISTÓRIA DE FAZER CHORAR"
"[english]ACH_WITCH_TOWN_NO_WITCH_KILLS_NAME"	"SOB STORY"
"ACH_WITCH_TOWN_NO_WITCH_KILLS_DESC"	"Passa pela refinaria de açúcar e chega ao refúgio sem matares nenhuma Witch."
"[english]ACH_WITCH_TOWN_NO_WITCH_KILLS_DESC"	"Navigate the sugar mill and reach the safe room without killing any Witches."
"ACH_AIRLINE_FINALE_NO_DAMAGE_NAME"	"A ODISSEIA DO AVIÃO"
"[english]ACH_AIRLINE_FINALE_NO_DAMAGE_NAME"	"WING AND A PRAYER"
"ACH_AIRLINE_FINALE_NO_DAMAGE_DESC"	"Defende-te no avião despenhado sem sofreres dano."
"[english]ACH_AIRLINE_FINALE_NO_DAMAGE_DESC"	"Defend yourself at the crashed airliner without taking damage."
"ACH_IMPOUND_LOT_NO_ALARMS_NAME"	"VIOLÊNCIA EM SILÊNCIO"
"[english]ACH_IMPOUND_LOT_NO_ALARMS_NAME"	"VIOLENCE IN SILENCE"
"ACH_IMPOUND_LOT_NO_ALARMS_DESC"	"Percorre o parque de veículos apreendidos e alcança o cemitério sem ativares quaisquer alarmes."
"[english]ACH_IMPOUND_LOT_NO_ALARMS_DESC"	"Navigate the impound lot and reach the cemetery safe room without tripping any alarms."
"ACH_BRIDGE_TIMED_RUN_NAME"	"MARATONA NA PONTE"
"[english]ACH_BRIDGE_TIMED_RUN_NAME"	"BRIDGE OVER TREBLED SLAUGHTER"
"ACH_BRIDGE_TIMED_RUN_DESC"	"Atravessa a ponte em menos de três minutos."
"[english]ACH_BRIDGE_TIMED_RUN_DESC"	"Cross the bridge finale in less than three minutes."
"ACH_VS_LEAVE_SAFE_ROOM_DEFIB_TEAMMATE_NAME"	"AMIGO DO PEITO"
"[english]ACH_VS_LEAVE_SAFE_ROOM_DEFIB_TEAMMATE_NAME"	"HEARTWARMER"
"ACH_VS_LEAVE_SAFE_ROOM_DEFIB_TEAMMATE_DESC"	"Numa ronda Versus, abandona o refúgio para desfibrilhares um colega de equipa morto."
"[english]ACH_VS_LEAVE_SAFE_ROOM_DEFIB_TEAMMATE_DESC"	"In a Versus round, leave the saferoom to defibrillate a dead teammate."
"ACH_VS_FORM_PARTY_AND_WIN_4V4_NAME"	"A UNIÃO FAZ A FORÇA"
"[english]ACH_VS_FORM_PARTY_AND_WIN_4V4_NAME"	"STRENGTH IN NUMBERS"
"ACH_VS_FORM_PARTY_AND_WIN_4V4_DESC"	"Forma uma equipa e derrota uma equipa inimiga no modo Versus ou Busca (4 contra 4)."
"[english]ACH_VS_FORM_PARTY_AND_WIN_4V4_DESC"	"Form a team and beat an enemy team in 4v4 Versus or Scavenge."
"ACH_VS_JOCKEY_LONG_RIDE_NAME"	"REI DO RODEO"
"[english]ACH_VS_JOCKEY_LONG_RIDE_NAME"	"QUALIFIED RIDE"
"ACH_VS_JOCKEY_LONG_RIDE_DESC"	"Enquanto Jockey, monta num Sobrevivente durante mais de 12 segundos."
"[english]ACH_VS_JOCKEY_LONG_RIDE_DESC"	"As the Jockey, ride a Survivor for more than 12 seconds."
"ACH_VS_JOCKEY_TWO_PLAYERS_NAME"	"DE VOLTA À SELA"
"[english]ACH_VS_JOCKEY_TWO_PLAYERS_NAME"	"BACK IN THE SADDLE"
"ACH_VS_JOCKEY_TWO_PLAYERS_DESC"	"Enquanto Jockey, monta nos Sobreviventes duas vezes numa só vida."
"[english]ACH_VS_JOCKEY_TWO_PLAYERS_DESC"	"As the Jockey, ride the Survivors twice in a single life."
"ACH_VS_JOCKEY_INTO_ACID_NAME"	"MONTADO E CUSPIDO"
"[english]ACH_VS_JOCKEY_INTO_ACID_NAME"	"RODE HARD, PUT AWAY WET"
"ACH_VS_JOCKEY_INTO_ACID_DESC"	"Enquanto Jockey, conduz um Sobrevivente para uma poça de ácido de uma Spitter."
"[english]ACH_VS_JOCKEY_INTO_ACID_DESC"	"As the Jockey, ride a Survivor and steer them into a Spitter's acid patch."
"ACH_VS_SPIT_ON_ENEMY_TEAM_NAME"	"GRANDES EXPETORAÇÕES"
"[english]ACH_VS_SPIT_ON_ENEMY_TEAM_NAME"	"GREAT EXPECTORATIONS"
"ACH_VS_SPIT_ON_ENEMY_TEAM_DESC"	"Enquanto Spitter, atinge todos os Sobreviventes com uma única poça de ácido."
"[english]ACH_VS_SPIT_ON_ENEMY_TEAM_DESC"	"As the Spitter, hit every Survivor with a single acid patch."
"ACH_VS_SPIT_ON_SMOKERED_PLAYER_NAME"	"AJUDA ÁCIDA"
"[english]ACH_VS_SPIT_ON_SMOKERED_PLAYER_NAME"	"A SPITTLE HELP FROM MY FRIENDS"
"ACH_VS_SPIT_ON_SMOKERED_PLAYER_DESC"	"Enquanto Spitter, cospe num Sobrevivente a ser sufocado por um Smoker."
"[english]ACH_VS_SPIT_ON_SMOKERED_PLAYER_DESC"	"As the Spitter, spit on a Survivor being choked by a Smoker."
"ACH_VS_BOWL_ENEMY_TEAM_NAME"	"CAMPEÃO DE BOWLING"
"[english]ACH_VS_BOWL_ENEMY_TEAM_NAME"	"SCATTERING RAM"
"ACH_VS_BOWL_ENEMY_TEAM_DESC"	"Enquanto Charger, arremessa a equipa inimiga inteira com uma só investida."
"[english]ACH_VS_BOWL_ENEMY_TEAM_DESC"	"As the Charger, bowl through the entire enemy team in a single charge."
"ACH_VS_CHARGER_GROUND_SMASH_NAME"	"AMACIADOR DE CARNE"
"[english]ACH_VS_CHARGER_GROUND_SMASH_NAME"	"MEAT TENDERIZER"
"ACH_VS_CHARGER_GROUND_SMASH_DESC"	"Enquanto Charger, agarra num Sobrevivente e esmaga-o no solo durante 15 segundos."
"[english]ACH_VS_CHARGER_GROUND_SMASH_DESC"	"As the Charger, grab a Survivor and smash them into the ground for a solid 15 seconds."
"ACH_VS_CHARGER_LONG_CARRY_NAME"	"SEQUESTRADOR"
"[english]ACH_VS_CHARGER_LONG_CARRY_NAME"	"LONG DISTANCE CARRIER"
"ACH_VS_CHARGER_LONG_CARRY_DESC"	"Enquanto Charger, agarra num Sobrevivente e transporta-o por mais de 20 metros."
"[english]ACH_VS_CHARGER_LONG_CARRY_DESC"	"As the Charger, grab a Survivor and carry them over 80 feet."
"ACH_SURVIVAL_GET_MEDAL_MELEE_ONLY_NAME"	"SEM TEMPO PARA DISPARAR"
"[english]ACH_SURVIVAL_GET_MEDAL_MELEE_ONLY_NAME"	"BEAT THE RUSH"
"ACH_SURVIVAL_GET_MEDAL_MELEE_ONLY_DESC"	"Numa ronda de Sobrevivência, obtém uma medalha utilizando apenas armas corpo a corpo."
"[english]ACH_SURVIVAL_GET_MEDAL_MELEE_ONLY_DESC"	"In a Survival round, get a medal only using melee weapons."
"ACH_SCAVENGE_WIN_A_GAME_NAME"	"GRUPO DE CAÇA"
"[english]ACH_SCAVENGE_WIN_A_GAME_NAME"	"HUNTING PARTY"
"ACH_SCAVENGE_WIN_A_GAME_DESC"	"Ganha uma partida no modo Busca."
"[english]ACH_SCAVENGE_WIN_A_GAME_DESC"	"Win a game of Scavenge."
"ACH_SCAVENGE_COLLECT_CAN_GRIND_NAME"	"GLUTÃO DE GASOLINA"
"[english]ACH_SCAVENGE_COLLECT_CAN_GRIND_NAME"	"GAS GUZZLER"
"ACH_SCAVENGE_COLLECT_CAN_GRIND_DESC"	"Recolhe 100 bidões de combustível no modo Busca."
"[english]ACH_SCAVENGE_COLLECT_CAN_GRIND_DESC"	"Collect 100 gas cans in Scavenge."
"ACH_SCAVENGE_COLLECT_ALL_CANS_NAME"	"DEPÓSITO CHEIO"
"[english]ACH_SCAVENGE_COLLECT_ALL_CANS_NAME"	"CACHE AND CARRY"
"ACH_SCAVENGE_COLLECT_ALL_CANS_DESC"	"Recolhe 15 bidões de combustível numa só ronda no modo Busca."
"[english]ACH_SCAVENGE_COLLECT_ALL_CANS_DESC"	"Collect 15 gas cans in a single Scavenge round."
"ACH_SCAVENGE_SHUT_OUT_NAME"	"BUSCA NEGADA"
"[english]ACH_SCAVENGE_SHUT_OUT_NAME"	"SCAVENGE HUNT"
"ACH_SCAVENGE_SHUT_OUT_DESC"	"Impede a equipa inimiga de recolher quaisquer bidões de combustível numa ronda no modo Busca."
"[english]ACH_SCAVENGE_SHUT_OUT_DESC"	"Stop the enemy team from collecting any gas cans during a Scavenge round."
"ACH_SCAVENGE_MAKE_SURVIVOR_DROP_CAN_NAME"	"CRISE DOS COMBUSTÍVEIS"
"[english]ACH_SCAVENGE_MAKE_SURVIVOR_DROP_CAN_NAME"	"FUEL CRISIS"
"ACH_SCAVENGE_MAKE_SURVIVOR_DROP_CAN_DESC"	"Faz um sobrevivente largar um bidão de combustível durante o tempo extra."
"[english]ACH_SCAVENGE_MAKE_SURVIVOR_DROP_CAN_DESC"	"Make a Survivor drop a gas can during overtime."
"ACH_SCAVENGE_CAN_DROP_GRIND_NAME"	"QUEDA DA GASOLINA"
"[english]ACH_SCAVENGE_CAN_DROP_GRIND_NAME"	"GAS SHORTAGE"
"ACH_SCAVENGE_CAN_DROP_GRIND_DESC"	"Causa 25 quedas de bidões de combustível enquanto Infectado Especial."
